           3           3           3          16
           3           3           3          17
           3           3           3          18
           3           3           3          19
           3           3           3          20
           3           3           4          12
           3           3           4          13
           3           3           4          14
           3           3           4          15
           3           3           4          16
           3           3           4          17
           3           3           4          18
           3           3           4          19
           3           3           4          20
           3           4           1          11
           3           4           1          12
           3           4           1          13
           3           4           1          14
           3           4           1          15
           3           4           1          16
           3           4           1          17
           3           4           1          18
           3           4           1          19
           3           4           1          20
           3           4           2          11
           3           4           2          12
           3           4           2          13
           3           4           2          14
           3           4           2          15
           3           4           2          16
           3           4           2          17
           3           4           2          18
           3           4           2          19
           3           4           2          20
           3           4           3          11
           3           4           3          12
           3           4           3          13
           3           4           3          14
           3           4           3          15
           3           4           3          16
           3           4           3          17
           3           4           3          18
           3           4           3          19
           3           4           3          20
           3           4           4          11
           3           4           4          12
           3           4           4          13
           3           4           4          14
           3           4           4          15
           3           4           4          16
           3           4           4          17
           3           4           4          18
           3           4           4          19
           3           4           4          20
           3           5           1          10
           3           5           1          11
           3           5           1          12
           3           5           1          13
           3           5           1          14
           3           5           1          15
           3           5           1          16
           3           5           1          17
           3           5           1          18
           3           5           1          19
           3           5           1          20
           3           5           2          10
           3           5           2          11
           3           5           2          12
           3           5           2          13
           3           5           2          14
           3           5           2          15
           3           5           2          16
           3           5           2          17
           3           5           2          18
           3           5           2          19
           3           5           2          20
           3           5           3          10
           3           5           3          11
           3           5           3          12
           3           5           3          13
           3           5           3          14
           3           5           3          15
           3           5           3          16
           3           5           3          17
           3           5           3          18
           3           5           3          19
           3           5           3          20
           3           5           4          10
           3           5           4          11
           3           5           4          12
           3           5           4          13
           3           5           4          14
           3           5           4          15
           3           5           4          16
           3           5           4          17
           3           5           4          18
           3           5           4          19
           3           5           4          20
           4           1           1          13
           4           1           1          14
           4           1           1          15
           4           1           1          16
           4           1           1          17
           4           1           1          18
           4           1           1          19
           4           1           1          20
           4           2           2          11
           4           2           2          12
           4           2           2          13
           4           2           2          14
           4           2           2          15
           4           2           2          16
           4           2           2          17
           4           2           2          18
           4           2           2          19
           4           2           2          20
           4           3           3          10
           4           3           3          11
           4           3           3          12
           4           3           3          13
           4           3           3          14
           4           3           3          15
           4           3           3          16
           4           3           3          17
           4           3           3          18
           4           3           3          19
           4           3           3          20
           4           4           4           9
           4           4           4          10
           4           4           4          11
           4           4           4          12
           4           4           4          13
           4           4           4          14
           4           4           4          15
           4           4           4          16
           4           4           4          17
           4           4           4          18
           4           4           4          19
           4           4           4          20
           4           5           5           8
           4           5           5           9
           4           5           5          10
           4           5           5          11
           4           5           5          12
           4           5           5          13
           4           5           5          14
           4           5           5          15
           4           5           5          16
           4           5           5          17
           4           5           5          18
           4           5           5          19
           4           5           5          20
